MAC,Timestamp,Latitude,Longitude,HorizontalAccuracy,Altitude,VerticalAccuracy,Speed,Course,Confidence
0:24:b2:a5:45:20,363631589.748528,38.82886677,-77.08641171,43.0,69.0,12.0,-1.0,-1.0,50
e0:91:f5:1:13:61,363631589.748528,38.82924717,-77.0863915,42.0,75.0,11.0,-1.0,-1.0,50
e4:83:99:7d:de:9f,363631589.748528,38.82971733,-77.08602935,42.0,69.0,14.0,-1.0,-1.0,50
0:23:69:48:8f:3f,363631589.748528,38.82807862,-77.08550244,64.0,80.0,13.0,-1.0,-1.0,50
0:3a:98:68:66:60,363631589.748528,38.82825791,-77.08449566,42.0,73.0,12.0,-1.0,-1.0,50
0:1f:c6:14:95:33,363631589.748528,38.82984226,-77.08463573,49.0,71.0,11.0,-1.0,-1.0,50
0:3a:99:72:31:b0,363631589.748528,38.82899653,-77.08400756,45.0,71.0,14.0,-1.0,-1.0,50
74:31:70:b6:70:33,363631589.748528,38.82984083,-77.08460181,45.0,73.0,12.0,-1.0,-1.0,50
0:1c:b3:ac:7c:7,363631589.748528,38.8289414,-77.08649659,42.0,72.0,15.0,-1.0,-1.0,50
c8:bc:c8:fd:b8:4f,363631589.748528,38.82893878,-77.08649778,42.0,73.0,17.0,-1.0,-1.0,50
0:25:9c:56:a:b,363631589.748528,38.82807743,-77.08566319,52.0,76.0,17.0,-1.0,-1.0,50
0:26:f2:92:33:16,363631589.748528,38.82928383,-77.08647578,42.0,72.0,22.0,-1.0,-1.0,50
0:21:0:c:45:6f,363631589.748528,38.82801151,-77.08547884,42.0,81.0,14.0,-1.0,-1.0,50
0:25:bc:8b:a:21,363631589.748528,38.82802248,-77.08556294,42.0,78.0,16.0,-1.0,-1.0,50
74:44:1:51:80:3d,363631589.748528,38.82996892,-77.08481824,42.0,71.0,12.0,-1.0,-1.0,50
68:7f:74:46:cf:ae,363631589.748528,38.82916015,-77.08394938,42.0,72.0,14.0,-1.0,-1.0,50
0:21:29:d3:79:4e,363631589.748528,38.82980024,-77.08608692,42.0,72.0,13.0,-1.0,-1.0,50
0:1b:2f:4b:79:be,363631589.748528,38.82803779,-77.08580887,49.0,76.0,13.0,-1.0,-1.0,50
0:12:17:d9:f2:4,363631589.748528,38.82820647,-77.08615672,49.0,72.0,15.0,-1.0,-1.0,50
0:3a:98:5e:f2:60,363631589.748528,38.82814866,-77.0844137,42.0,72.0,16.0,-1.0,-1.0,50
0:1e:2a:7b:5f:f0,363631589.748528,38.82908856,-77.08663612,42.0,72.0,17.0,-1.0,-1.0,50
0:24:b2:5d:32:35,363631589.748528,38.82980483,-77.0862351,42.0,69.0,17.0,-1.0,-1.0,50
cc:7d:37:18:71:9,363631589.748528,38.82979619,-77.08625119,44.0,71.0,21.0,-1.0,-1.0,50
0:3a:99:85:fc:0,363631589.748528,38.82836771,-77.08407467,51.0,72.0,12.0,-1.0,-1.0,50
0:12:e:8f:8a:41,363631589.748528,38.82995241,-77.08448499,42.0,73.0,11.0,-1.0,-1.0,50
0:e0:98:d8:a0:d5,363631589.748528,38.83002728,-77.08584934,42.0,66.0,13.0,-1.0,-1.0,50
0:25:9c:bf:4d:f3,363631589.748528,38.82977336,-77.08629858,42.0,71.0,18.0,-1.0,-1.0,50
0:25:9c:67:6d:fa,363631589.748528,38.82996767,-77.08600413,42.0,69.0,15.0,-1.0,-1.0,50
0:12:17:aa:1d:9d,363631589.748528,38.82906889,-77.08379465,51.0,72.0,14.0,-1.0,-1.0,50
78:cd:8e:24:4e:ea,363631589.748528,38.82923686,-77.08667147,42.0,71.0,15.0,-1.0,-1.0,50
c0:c1:c0:19:de:65,363631589.748528,38.82788175,-77.08551335,42.0,79.0,18.0,-1.0,-1.0,50
40:3c:fc:2:e4:b7,363631589.748528,38.82903742,-77.08671367,42.0,73.0,17.0,-1.0,-1.0,50
c:d5:2:ac:49:36,363631589.748528,38.82997941,-77.08445698,42.0,74.0,14.0,-1.0,-1.0,50
0:23:69:46:43:a5,363631589.748528,38.8289017,-77.08671253,50.0,72.0,16.0,-1.0,-1.0,50
0:1c:f0:ea:9c:87,363631589.748528,38.8278647,-77.08546036,42.0,82.0,16.0,-1.0,-1.0,50
0:1c:10:2c:b2:b9,363631589.748528,38.82983553,-77.08627367,42.0,70.0,15.0,-1.0,-1.0,50
c4:3d:c7:53:7b:c4,363631589.748528,38.82787722,-77.08557802,44.0,78.0,16.0,-1.0,-1.0,50
0:23:6c:bf:60:82,363631589.748528,38.82787823,-77.08559131,42.0,80.0,16.0,-1.0,-1.0,50
b8:9b:c9:22:a:6b,363631589.748528,38.82789164,-77.08565932,42.0,76.0,19.0,-1.0,-1.0,50
20:aa:4b:13:15:61,363631589.748528,38.83013677,-77.08489567,42.0,71.0,12.0,-1.0,-1.0,50
0:18:f8:fa:ff:c7,363631589.748528,38.82785564,-77.08549231,42.0,83.0,17.0,-1.0,-1.0,50
c0:c1:c0:19:de:64,363631589.748528,38.82785558,-77.08550256,42.0,82.0,17.0,-1.0,-1.0,50
78:cd:8e:24:4e:e9,363631589.748528,38.82925099,-77.08670747,42.0,71.0,17.0,-1.0,-1.0,50
0:18:3a:d5:d6:2,363631589.748528,38.8298189,-77.08415788,42.0,65.0,17.0,-1.0,-1.0,50
0:18:39:98:40:b6,363631589.748528,38.82785391,-77.08556145,58.0,81.0,16.0,-1.0,-1.0,50
0:7f:28:f5:22:8d,363631589.748528,38.83015197,-77.08488833,44.0,72.0,14.0,-1.0,-1.0,50
c0:c1:c0:15:88:6a,363631589.748528,38.8286603,-77.08668458,43.0,73.0,13.0,-1.0,-1.0,50
78:cd:8e:24:4e:eb,363631589.748528,38.82925176,-77.08671903,42.0,71.0,14.0,-1.0,-1.0,50
0:1c:10:32:aa:6f,363631589.748528,38.82785916,-77.08562362,66.0,81.0,17.0,-1.0,-1.0,50
0:23:69:38:d6:25,363631589.748528,38.82978838,-77.0863834,42.0,71.0,16.0,-1.0,-1.0,50
58:6d:8f:4f:e1:13,363631589.748528,38.8280887,-77.08428013,42.0,73.0,15.0,-1.0,-1.0,50
78:cd:8e:24:4e:e8,363631589.748528,38.82924872,-77.08673542,42.0,72.0,15.0,-1.0,-1.0,50
c0:c1:c0:15:88:6b,363631589.748528,38.82862913,-77.08669,43.0,74.0,13.0,-1.0,-1.0,50
b8:9b:c9:22:a:68,363631589.748528,38.82785761,-77.08566266,42.0,80.0,15.0,-1.0,-1.0,50
30:46:9a:10:9:51,363631589.748528,38.82786041,-77.08568328,42.0,80.0,13.0,-1.0,-1.0,50
58:6d:8f:85:28:f,363631589.748528,38.82899969,-77.08677315,42.0,76.0,12.0,-1.0,-1.0,50
b8:9b:c9:22:a:69,363631589.748528,38.82785356,-77.08566206,42.0,77.0,18.0,-1.0,-1.0,50
20:4e:7f:bb:31:b3,363631589.748528,38.82782435,-77.0855056,42.0,83.0,17.0,-1.0,-1.0,50
b8:9b:c9:22:a:6a,363631589.748528,38.82784759,-77.08566659,61.0,76.0,18.0,-1.0,-1.0,50
0:11:24:61:1:6b,363631589.748528,38.83013784,-77.085774,42.0,62.0,16.0,-1.0,-1.0,50
0:1e:2a:78:7a:46,363631589.748528,38.82779926,-77.08545923,42.0,84.0,15.0,-1.0,-1.0,50
28:cf:da:b3:7d:9b,363631589.748528,38.82779598,-77.08542966,42.0,84.0,16.0,-1.0,-1.0,50
58:6d:8f:85:28:d,363631589.748528,38.82894116,-77.0868014,42.0,75.0,11.0,-1.0,-1.0,50
c4:3d:c7:a8:62:b6,363631589.748528,38.82991707,-77.08628523,94.0,70.0,14.0,-1.0,-1.0,50
20:aa:4b:13:15:60,363631589.748528,38.83018893,-77.08482599,42.0,69.0,16.0,-1.0,-1.0,50
0:24:1:f5:5:68,363631589.748528,38.8277949,-77.08549511,42.0,82.0,16.0,-1.0,-1.0,50
c4:3d:c7:a6:21:9a,363631589.748528,38.83016359,-77.08577358,42.0,67.0,14.0,-1.0,-1.0,50
f4:7f:35:f6:a8:d0,363631589.748528,38.82890117,-77.08366996,68.0,69.0,16.0,-1.0,-1.0,50
e4:ce:8f:6b:7:93,363631589.748528,38.82899516,-77.08682847,42.0,77.0,8.0,-1.0,-1.0,50
58:6d:8f:ee:a3:d7,363631589.748528,38.82989436,-77.08635628,42.0,70.0,19.0,-1.0,-1.0,50
0:24:b2:98:36:36,363631589.748528,38.83016693,-77.08581715,42.0,65.0,15.0,-1.0,-1.0,50
7c:e9:d3:71:96:20,363631589.748528,38.82806742,-77.08418929,42.0,71.0,20.0,-1.0,-1.0,50
a0:21:b7:a3:8c:5c,363631589.748528,38.8278101,-77.08571308,57.0,80.0,16.0,-1.0,-1.0,50
0:26:f2:9c:7d:6,363631589.748528,38.82995945,-77.08629888,42.0,73.0,20.0,-1.0,-1.0,50
0:23:69:59:aa:9,363631589.748528,38.82776254,-77.08551198,42.0,84.0,17.0,-1.0,-1.0,50
0:24:b2:ca:4a:58,363631589.748528,38.82982301,-77.08647435,42.0,73.0,16.0,-1.0,-1.0,50
0:18:e7:e5:22:ec,363631589.748528,38.82919859,-77.08683913,42.0,71.0,17.0,-1.0,-1.0,50
0:23:69:ae:f5:88,363631589.748528,38.83022558,-77.08481419,42.0,72.0,10.0,-1.0,-1.0,50
c4:3d:c7:ad:d8:8,363631589.748528,38.82780259,-77.08575367,42.0,81.0,16.0,-1.0,-1.0,50
98:4b:4a:70:8a:49,363631589.748528,38.82782101,-77.08582133,42.0,86.0,10.0,-1.0,-1.0,50
68:7f:74:30:a4:39,363631589.748528,38.82781332,-77.0857973,42.0,79.0,14.0,-1.0,-1.0,50
0:1e:52:7a:ec:2e,363631589.748528,38.828947,-77.08686643,42.0,76.0,12.0,-1.0,-1.0,50
0:16:b6:10:c0:1f,363631589.748528,38.82779252,-77.08572816,42.0,79.0,14.0,-1.0,-1.0,50
0:18:f8:de:75:55,363631589.748528,38.82781749,-77.08582621,42.0,80.0,14.0,-1.0,-1.0,50
0:1e:58:f3:19:b,363631589.748528,38.82988119,-77.08642792,42.0,70.0,17.0,-1.0,-1.0,50
0:1c:df:ef:69:e3,363631589.748528,38.82774078,-77.0854519,42.0,86.0,16.0,-1.0,-1.0,50
0:24:b2:56:65:74,363631589.748528,38.82781016,-77.085819,54.0,80.0,14.0,-1.0,-1.0,50
40:25:c2:3c:10:2d,363631589.748528,38.82780545,-77.08582311,42.0,88.0,12.0,-1.0,-1.0,50
c4:3d:c7:af:ec:af,363631589.748528,38.82787996,-77.08603739,42.0,79.0,15.0,-1.0,-1.0,50
0:24:b2:1d:42:5,363631589.748528,38.83022022,-77.08469748,42.0,73.0,11.0,-1.0,-1.0,50
0:23:97:84:f4:7f,363631589.748528,38.82923793,-77.08686369,42.0,73.0,15.0,-1.0,-1.0,50
0:23:69:74:43:ad,363631589.748528,38.82778304,-77.08577752,42.0,80.0,12.0,-1.0,-1.0,50
c:d5:2:9a:29:62,363631589.748528,38.82774072,-77.08561187,55.0,81.0,15.0,-1.0,-1.0,50
0:26:f2:93:6b:7e,363631589.748528,38.82774585,-77.08564341,42.0,83.0,14.0,-1.0,-1.0,50
c0:c1:c0:df:27:25,363631589.748528,38.83022612,-77.08466804,42.0,74.0,18.0,-1.0,-1.0,50
30:46:9a:81:c:60,363631589.748528,38.82771319,-77.08543199,45.0,81.0,16.0,-1.0,-1.0,50
0:12:17:1c:6:8e,363631589.748528,38.82991844,-77.0864346,42.0,67.0,14.0,-1.0,-1.0,50
c0:c1:c0:df:27:26,363631589.748528,38.83023542,-77.08468353,42.0,74.0,14.0,-1.0,-1.0,50
0:11:24:5c:85:35,363631589.748528,38.82899928,-77.08691853,42.0,77.0,14.0,-1.0,-1.0,50
a0:21:b7:b4:c2:88,363631589.748528,38.82992708,-77.08403831,42.0,69.0,14.0,-1.0,-1.0,50
c4:71:fe:dc:cf:30,363631589.748528,38.82782506,-77.08448517,49.0,72.0,14.0,-1.0,-1.0,50
0:16:b6:6c:d5:f1,363631589.748528,38.82853335,-77.08682596,45.0,69.0,17.0,-1.0,-1.0,50
0:1b:63:2b:ad:66,363631589.748528,38.82921278,-77.08693569,43.0,73.0,16.0,-1.0,-1.0,50
0:16:b6:c7:2d:f6,363631589.748528,38.8276686,-77.08507126,42.0,76.0,16.0,-1.0,-1.0,50
0:14:d1:ea:cd:75,363631589.748528,38.82778,-77.08594995,42.0,77.0,15.0,-1.0,-1.0,50
40:3c:fc:2:f1:f5,363631589.748528,38.8287239,-77.08692562,42.0,75.0,12.0,-1.0,-1.0,50
20:4e:7f:ab:59:84,363631589.748528,38.83025199,-77.08590048,42.0,70.0,14.0,-1.0,-1.0,50
c0:3f:e:b1:1:6e,363631589.748528,38.82770752,-77.08571779,42.0,79.0,13.0,-1.0,-1.0,50
0:16:1:2e:10:9b,363631589.748528,38.82767826,-77.08492338,43.0,74.0,14.0,-1.0,-1.0,50
0:18:39:e4:b2:eb,363631589.748528,38.83015674,-77.08615088,42.0,67.0,16.0,-1.0,-1.0,50
0:1e:e5:f3:3a:c1,363631589.748528,38.82766169,-77.08548313,42.0,80.0,16.0,-1.0,-1.0,50
0:24:b2:13:ae:fe,363631589.748528,38.82868993,-77.08694159,42.0,77.0,13.0,-1.0,-1.0,50
58:6d:8f:a0:ef:65,363631589.748528,38.8291561,-77.08698105,42.0,72.0,16.0,-1.0,-1.0,50
58:6d:8f:a0:ef:64,363631589.748528,38.82914954,-77.08698523,42.0,72.0,16.0,-1.0,-1.0,50
0:24:b2:94:a1:ec,363631589.748528,38.8292886,-77.08696424,42.0,70.0,14.0,-1.0,-1.0,50
0:3:93:ee:3d:d5,363631589.748528,38.82767307,-77.08570373,48.0,80.0,16.0,-1.0,-1.0,50
0:13:46:87:32:96,363631589.748528,38.83025175,-77.08602595,42.0,73.0,20.0,-1.0,-1.0,50
c8:9c:1d:aa:e4:50,363631589.748528,38.82792943,-77.08412319,49.0,71.0,14.0,-1.0,-1.0,50
0:1b:63:17:e2:47,363631589.748528,38.83013117,-77.08629167,42.0,68.0,18.0,-1.0,-1.0,50
0:22:6b:a0:12:e3,363631589.748528,38.82864469,-77.08696854,42.0,80.0,10.0,-1.0,-1.0,50
1c:af:f7:cb:93:9d,363631589.748528,38.82782644,-77.08620411,50.0,75.0,15.0,-1.0,-1.0,50
0:26:82:cc:4:13,363631589.748528,38.82932645,-77.08699709,50.0,72.0,14.0,-1.0,-1.0,50
c:d5:2:10:ad:df,363631589.748528,38.8302527,-77.08608466,42.0,71.0,15.0,-1.0,-1.0,50
0:13:10:f6:b4:17,363631589.748528,38.82914167,-77.08704614,42.0,69.0,19.0,-1.0,-1.0,50
c4:3d:c7:8d:23:1e,363631589.748528,38.82758146,-77.08524143,42.0,78.0,20.0,-1.0,-1.0,50
98:fc:11:44:c7:f7,363631589.748528,38.8298009,-77.08372163,42.0,68.0,20.0,-1.0,-1.0,50
0:23:97:cd:8d:59,363631589.748528,38.83011364,-77.08407706,42.0,71.0,13.0,-1.0,-1.0,50
0:14:51:6b:25:bf,363631589.748528,38.82928651,-77.08705139,42.0,74.0,13.0,-1.0,-1.0,50
0:18:39:ac:d2:6c,363631589.748528,38.82975667,-77.08681917,42.0,72.0,12.0,-1.0,-1.0,50
98:fc:11:44:c7:f6,363631589.748528,38.82980239,-77.08370196,42.0,69.0,16.0,-1.0,-1.0,50
20:4e:7f:ac:7e:c1,363631589.748528,38.82760721,-77.08571588,42.0,79.0,15.0,-1.0,-1.0,50
0:12:e:89:1d:68,363631589.748528,38.82756114,-77.08540832,49.0,80.0,14.0,-1.0,-1.0,50
0:13:10:44:91:99,363631589.748528,38.83024466,-77.08425313,42.0,75.0,10.0,-1.0,-1.0,50
0:12:17:74:bb:c2,363631589.748528,38.8304671,-77.08529943,58.0,64.0,11.0,-1.0,-1.0,50
0:23:97:5f:2c:27,363631589.748528,38.83035522,-77.08596611,42.0,68.0,14.0,-1.0,-1.0,50
0:24:b2:4e:c0:20,363631589.748528,38.83014738,-77.08407223,42.0,67.0,16.0,-1.0,-1.0,50
0:1f:5b:88:97:8d,363631589.748528,38.83036595,-77.08595556,42.0,68.0,13.0,-1.0,-1.0,50
2c:b0:5d:82:fd:c2,363631589.748528,38.82791513,-77.08650749,80.0,70.0,13.0,-1.0,-1.0,50
74:44:1:7c:cc:f4,363631589.748528,38.82982009,-77.08681607,42.0,71.0,14.0,-1.0,-1.0,50
0:c0:2:5f:f8:9a,363631589.748528,38.82885324,-77.08713316,42.0,71.0,23.0,-1.0,-1.0,50
0:13:10:0:a6:19,363631589.748528,38.83031266,-77.08615469,42.0,66.0,15.0,-1.0,-1.0,50
0:1c:10:47:5d:b2,363631589.748528,38.83001822,-77.08384227,42.0,65.0,11.0,-1.0,-1.0,50
94:44:52:9:f8:7a,363631589.748528,38.82879859,-77.08713293,42.0,70.0,23.0,-1.0,-1.0,50
0:1b:63:2d:60:c0,363631589.748528,38.82753932,-77.08566117,42.0,80.0,14.0,-1.0,-1.0,50
0:21:91:e8:92:5f,363631589.748528,38.83044046,-77.08584511,60.0,64.0,12.0,-1.0,-1.0,50
c0:c1:c0:50:2d:74,363631589.748528,38.83017557,-77.08647972,42.0,67.0,15.0,-1.0,-1.0,50
94:44:52:5b:c0:c6,363631589.748528,38.82835918,-77.08700066,45.0,69.0,16.0,-1.0,-1.0,50
b8:c7:5d:b:e:6d,363631589.748528,38.82971656,-77.08696049,53.0,69.0,16.0,-1.0,-1.0,50
c0:c1:c0:81:e:7e,363631589.748528,38.83014541,-77.08395689,42.0,68.0,13.0,-1.0,-1.0,50
0:24:b2:32:83:70,363631589.748528,38.8303647,-77.08611816,42.0,66.0,13.0,-1.0,-1.0,50
28:cf:da:af:52:37,363631589.748528,38.83038872,-77.0860635,42.0,72.0,20.0,-1.0,-1.0,50
e0:46:9a:39:f1:52,363631589.748528,38.83023518,-77.084086,42.0,72.0,12.0,-1.0,-1.0,50
0:1f:33:49:ea:a9,363631589.748528,38.82845562,-77.0870648,42.0,70.0,24.0,-1.0,-1.0,50
c0:c1:c0:50:56:c1,363631589.748528,38.83046764,-77.08582556,42.0,65.0,12.0,-1.0,-1.0,50
c4:3d:c7:a1:f2:44,363631589.748528,38.82747995,-77.08507961,42.0,76.0,15.0,-1.0,-1.0,50
c0:c1:c0:81:e:7f,363631589.748528,38.83016663,-77.08396428,42.0,66.0,14.0,-1.0,-1.0,50
0:24:b2:2a:c3:50,363631589.748528,38.83029639,-77.08630806,42.0,63.0,17.0,-1.0,-1.0,50
0:24:b2:cb:1c:b6,363631589.748528,38.83049517,-77.08572447,42.0,64.0,12.0,-1.0,-1.0,50
0:22:75:26:c0:9f,363631589.748528,38.82746589,-77.08520311,42.0,75.0,14.0,-1.0,-1.0,50
0:f:66:bb:a4:a0,363631589.748528,38.82964879,-77.08704262,42.0,69.0,14.0,-1.0,-1.0,50
c0:c1:c0:3a:60:6a,363631589.748528,38.83027434,-77.08637803,42.0,68.0,13.0,-1.0,-1.0,50
c0:c1:c0:50:56:c0,363631589.748528,38.83048653,-77.08582526,42.0,65.0,12.0,-1.0,-1.0,50
b8:9b:c9:22:13:58,363631589.748528,38.83049517,-77.08580595,42.0,62.0,10.0,-1.0,-1.0,50
b8:9b:c9:22:13:59,363631589.748528,38.83050417,-77.08577358,42.0,69.0,17.0,-1.0,-1.0,50
c4:3d:c7:6b:4e:7f,363631589.748528,38.82879829,-77.08721476,44.0,72.0,18.0,-1.0,-1.0,50
b8:9b:c9:22:13:5b,363631589.748528,38.8305065,-77.08577328,42.0,69.0,13.0,-1.0,-1.0,50
0:24:1:44:5c:c6,363631589.748528,38.82921743,-77.08721888,42.0,70.0,15.0,-1.0,-1.0,50
0:15:ff:f:da:94,363631589.748528,38.82757198,-77.08603477,50.0,74.0,18.0,-1.0,-1.0,50
20:cf:30:b8:32:da,363631589.748528,38.82929277,-77.08720725,44.0,71.0,16.0,-1.0,-1.0,50
c0:c1:c0:3a:60:6b,363631589.748528,38.83029305,-77.08639073,42.0,69.0,16.0,-1.0,-1.0,50
b8:9b:c9:22:13:5a,363631589.748528,38.83051705,-77.08578854,42.0,67.0,14.0,-1.0,-1.0,50
e0:46:9a:39:82:c0,363631589.748528,38.82948082,-77.08333021,48.0,68.0,18.0,-1.0,-1.0,50
68:7f:74:46:cf:c6,363631589.748528,38.82882082,-77.08324569,42.0,72.0,12.0,-1.0,-1.0,50
a0:21:b7:93:ff:de,363631589.748528,38.82779955,-77.08654069,72.0,69.0,14.0,-1.0,-1.0,50
0:22:3f:77:6c:b4,363631589.748528,38.82742935,-77.08540135,42.0,79.0,15.0,-1.0,-1.0,50
14:d6:4d:2a:e2:3a,363631589.748528,38.82977122,-77.08347129,42.0,70.0,18.0,-1.0,-1.0,50
8:86:3b:45:73:ce,363631589.748528,38.82971,-77.08706152,42.0,71.0,17.0,-1.0,-1.0,50
8:86:3b:58:19:85,363631589.748528,38.83023524,-77.08395045,42.0,68.0,12.0,-1.0,-1.0,50
7c:4f:b5:da:84:5d,363631589.748528,38.83011859,-77.08671283,42.0,67.0,14.0,-1.0,-1.0,50
0:26:bb:79:2:1d,363631589.748528,38.83030867,-77.08405655,42.0,69.0,15.0,-1.0,-1.0,50
0:13:10:4c:b7:6a,363631589.748528,38.83056455,-77.08573782,42.0,69.0,14.0,-1.0,-1.0,50
0:23:69:38:2:bd,363631589.748528,38.82828575,-77.0870819,42.0,69.0,20.0,-1.0,-1.0,50
c0:c1:c0:7c:86:10,363631589.748528,38.83056682,-77.0857855,42.0,67.0,15.0,-1.0,-1.0,50
c:d5:2:2b:6c:8b,363631589.748528,38.8303923,-77.08631557,43.0,66.0,14.0,-1.0,-1.0,50
20:4e:7f:40:95:6a,363631589.748528,38.82749253,-77.08598929,43.0,74.0,17.0,-1.0,-1.0,50
0:14:bf:3a:83:3f,363631589.748528,38.82933121,-77.08319723,42.0,69.0,17.0,-1.0,-1.0,50
0:18:f8:1a:72:59,363631589.748528,38.82738059,-77.08547794,42.0,78.0,15.0,-1.0,-1.0,50
0:18:39:65:4c:fd,363631589.748528,38.82959157,-77.08329075,42.0,70.0,17.0,-1.0,-1.0,50
0:12:17:a:7f:6,363631589.748528,38.82948368,-77.08724641,42.0,73.0,14.0,-1.0,-1.0,50
0:26:f2:a0:0:59,363631589.748528,38.82980698,-77.08341348,43.0,67.0,16.0,-1.0,-1.0,50
20:4e:7f:c0:f3:0,363631589.748528,38.82737249,-77.08548182,42.0,79.0,17.0,-1.0,-1.0,50
0:25:9c:d8:e3:a0,363631589.748528,38.8274737,-77.08600807,42.0,74.0,17.0,-1.0,-1.0,50
c:d5:2:aa:64:3b,363631589.748528,38.82967644,-77.0833196,42.0,69.0,21.0,-1.0,-1.0,50
58:6d:8f:6c:ec:4c,363631589.748528,38.83044457,-77.08420431,42.0,73.0,15.0,-1.0,-1.0,50
0:13:10:8d:bb:75,363631589.748528,38.82892143,-77.08735346,42.0,75.0,13.0,-1.0,-1.0,50
0:1e:2a:74:39:34,363631589.748528,38.83051365,-77.08436745,42.0,73.0,12.0,-1.0,-1.0,50
0:1a:2b:9a:9c:a0,363631589.748528,38.82949769,-77.08726716,42.0,75.0,13.0,-1.0,-1.0,50
0:18:39:e4:9f:cb,363631589.748528,38.82851666,-77.087278,52.0,69.0,15.0,-1.0,-1.0,50
0:25:9c:15:7a:d7,363631589.748528,38.82961243,-77.08326137,42.0,69.0,16.0,-1.0,-1.0,50
0:1f:c6:14:c1:49,363631589.748528,38.83002716,-77.08692884,42.0,68.0,13.0,-1.0,-1.0,50
0:1e:2a:59:bf:8e,363631589.748528,38.82831877,-77.08718943,42.0,71.0,19.0,-1.0,-1.0,50
0:26:b0:fe:cc:ed,363631589.748528,38.82980531,-77.08336472,42.0,69.0,18.0,-1.0,-1.0,50
b8:9b:c9:a2:dc:ab,363631589.748528,38.82971042,-77.08330088,42.0,70.0,19.0,-1.0,-1.0,50
0:c0:49:54:c5:8c,363631589.748528,38.83055883,-77.08443057,42.0,74.0,12.0,-1.0,-1.0,50
0:26:f3:8b:96:f9,363631589.748528,38.83033907,-77.08393979,42.0,69.0,16.0,-1.0,-1.0,50
c:d5:2:af:fa:8a,363631589.748528,38.82979738,-77.08335143,42.0,70.0,16.0,-1.0,-1.0,50
f8:d1:11:22:84:d6,363631589.748528,38.83056789,-77.08444708,42.0,72.0,17.0,-1.0,-1.0,50
0:26:f3:8b:96:fb,363631589.748528,38.83033686,-77.08392846,42.0,68.0,16.0,-1.0,-1.0,50
0:26:f3:8b:96:fa,363631589.748528,38.83034485,-77.08393406,42.0,71.0,15.0,-1.0,-1.0,50
0:18:f8:1a:55:52,363631589.748528,38.82968384,-77.08326995,42.0,69.0,18.0,-1.0,-1.0,50
0:1a:2b:9a:9e:bf,363631589.748528,38.829755,-77.08330696,42.0,70.0,18.0,-1.0,-1.0,50
0:1c:10:88:b1:e7,363631589.748528,38.82973784,-77.08329176,42.0,70.0,17.0,-1.0,-1.0,50
74:31:70:a:f:f7,363631589.748528,38.82884836,-77.08740091,53.0,73.0,15.0,-1.0,-1.0,50
c0:3f:e:cb:d1:64,363631589.748528,38.829701,-77.08722597,44.0,69.0,14.0,-1.0,-1.0,50
b8:9b:c9:a2:dc:a9,363631589.748528,38.82970863,-77.08326125,42.0,70.0,19.0,-1.0,-1.0,50
58:6d:8f:16:fa:8d,363631589.748528,38.82959151,-77.08728992,42.0,71.0,15.0,-1.0,-1.0,50
0:14:6c:41:c0:b8,363631589.748528,38.8306874,-77.08487516,51.0,68.0,12.0,-1.0,-1.0,50
b8:c7:5d:3:23:17,363631589.748528,38.82878953,-77.08740842,51.0,73.0,15.0,-1.0,-1.0,50
0:26:bb:75:13:95,363631589.748528,38.82973575,-77.08327001,42.0,69.0,19.0,-1.0,-1.0,50
b8:9b:c9:a2:dc:aa,363631589.748528,38.82973015,-77.08326482,42.0,70.0,20.0,-1.0,-1.0,50
0:22:3f:83:ac:f6,363631589.748528,38.83054876,-77.0842995,42.0,75.0,10.0,-1.0,-1.0,50
0:23:97:90:bd:ce,363631589.748528,38.82842355,-77.08730459,42.0,71.0,20.0,-1.0,-1.0,50
a0:21:b7:94:92:4a,363631589.748528,38.82968586,-77.08323246,45.0,70.0,19.0,-1.0,-1.0,50
e0:46:9a:5b:c:a1,363631589.748528,38.82969009,-77.08323055,42.0,69.0,19.0,-1.0,-1.0,50
68:7f:74:c1:39:2c,363631589.748528,38.83021557,-77.08680456,44.0,66.0,15.0,-1.0,-1.0,50
e0:46:9a:3c:25:80,363631589.748528,38.83062046,-77.08448767,42.0,72.0,14.0,-1.0,-1.0,50
0:13:10:71:d4:23,363631589.748528,38.83022147,-77.08679997,42.0,66.0,16.0,-1.0,-1.0,50
b8:9b:c9:a2:dc:a8,363631589.748528,38.82973533,-77.08325111,43.0,69.0,18.0,-1.0,-1.0,50
0:26:f3:8b:96:f8,363631589.748528,38.83042836,-77.08400368,42.0,70.0,16.0,-1.0,-1.0,50
68:7f:74:31:43:bb,363631589.748528,38.83010572,-77.08354693,135.0,68.0,13.0,-1.0,-1.0,50
0:e:58:11:50:29,363631589.748528,38.82990568,-77.08335232,42.0,73.0,12.0,-1.0,-1.0,50
58:6d:8f:16:fa:8f,363631589.748528,38.82965272,-77.08729928,42.0,72.0,13.0,-1.0,-1.0,50
0:e:58:11:5b:35,363631589.748528,38.82987868,-77.08332967,42.0,72.0,19.0,-1.0,-1.0,50
74:31:70:b6:8e:71,363631589.748528,38.82956314,-77.08734238,42.0,76.0,17.0,-1.0,-1.0,50
0:18:39:97:f6:a7,363631589.748528,38.82974708,-77.08725422,42.0,72.0,21.0,-1.0,-1.0,50
0:22:3f:7:f0:16,363631589.748528,38.82727265,-77.08541643,42.0,78.0,14.0,-1.0,-1.0,50
